"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location","distrito"
"222076257",619,NA,"LARCENY ALL OTHERS","D4",167,0,"2022-01-01 00:00:00",2022,1,"Saturday",0,NA,"HARRISON AVE",42.3395419898301,-71.0694087696754,"(42.33954198983014, -71.06940876967543)","South End"
"222000003",423,NA,"ASSAULT - AGGRAVATED","D4",NA,0,"2022-01-01 00:29:00",2022,1,"Saturday",0,NA,"BROOKLINE AVE",42.3462507990564,-71.099538558729,"(42.34625079905638, -71.09953855872904)","Fenway"
"222000004",1402,NA,"VANDALISM","E5",NA,0,"2022-01-01 00:33:00",2022,1,"Saturday",0,NA,"DELFORD ST",42.2920920692288,-71.1210887677753,"(42.292092069228836, -71.12108876777533)","Roslindale"
"222000011",423,NA,"ASSAULT - AGGRAVATED","A1",NA,0,"2022-01-01 00:46:00",2022,1,"Saturday",0,NA,"SCHOOL ST",42.3575461992396,-71.0588195319583,"(42.35754619923963, -71.0588195319583)","Downtown"
"222000006",423,NA,"ASSAULT - AGGRAVATED","A1",93,0,"2022-01-01 00:48:00",2022,1,"Saturday",0,NA,"UNION ST",42.3606878699102,-71.0568729337081,"(42.36068786991018, -71.05687293370812)","Downtown"
"222000567",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",138,0,"2022-01-01 01:00:00",2022,1,"Saturday",1,NA,"NEWBURY ST",42.3499973272539,-71.0810344032756,"(42.34999732725388, -71.08103440327558)","Back Bay"
"222000016",801,NA,"ASSAULT - SIMPLE","D14",NA,0,"2022-01-01 01:27:00",2022,1,"Saturday",1,NA,"ALLSTON ST & BRIGHTON AVE
BRIGHTON  MA 02134
UNITE",42.3532270000647,-71.1344429754818,"(42.35322700006466, -71.1344429754818)","Allston"
"222000018",801,NA,"ASSAULT - SIMPLE","D4",NA,0,"2022-01-01 01:31:00",2022,1,"Saturday",1,NA,"BERKELEY ST",42.3489073379605,-71.0718933046936,"(42.34890733796049, -71.0718933046936)","Back Bay"
"222000036",801,NA,"ASSAULT - SIMPLE","C6",NA,0,"2022-01-01 01:41:00",2022,1,"Saturday",1,NA,"E EIGHTH ST",42.331291765602,-71.0453950147801,"(42.33129176560201, -71.04539501478008)","South Boston"
"222000024",1402,NA,"VANDALISM","D4",NA,0,"2022-01-01 02:15:00",2022,1,"Saturday",2,NA,"BERKELEY ST",42.3489073379605,-71.0718933046936,"(42.34890733796049, -71.0718933046936)","Back Bay"
"222000045",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-01-01 02:20:00",2022,1,"Saturday",2,NA,"TREMONT ST",42.3494286414245,-71.0653664119742,"(42.3494286414245, -71.06536641197421)","Beacon Hill"
"222000874",1402,NA,"VANDALISM","D4",NA,0,"2022-01-01 03:23:00",2022,1,"Saturday",3,NA,"HUNTINGTON AVE & BELVIDERE ST
BOSTON  MA 02199
UNI",42.345421040681,-71.0818199454756,"(42.34542104068098, -71.08181994547562)","Back Bay"
"222000053",801,NA,"ASSAULT - SIMPLE","D4",146,0,"2022-01-01 03:34:00",2022,1,"Saturday",3,NA,"SAINT BOTOLPH ST",42.345619005831,-71.079908470311,"(42.34561900583096, -71.07990847031095)","Back Bay"
"222000048",3119,NA,"FIREARM/WEAPON - FOUND OR CONFISCATED","B3",NA,0,"2022-01-01 03:38:00",2022,1,"Saturday",3,NA,"JACOB ST",42.2854184589841,-71.0836637748305,"(42.285418458984076, -71.08366377483047)","Mattapan"
"222000051",1402,NA,"VANDALISM","A1",NA,0,"2022-01-01 03:41:00",2022,1,"Saturday",3,NA,"BOYLSTON ST",42.3524181472861,-71.0652549858121,"(42.352418147286066, -71.06525498581209)","Beacon Hill"
"222000537",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C6",200,0,"2022-01-01 04:00:00",2022,1,"Saturday",4,NA,"W BROADWAY",42.3412875043904,-71.054679326494,"(42.341287504390436, -71.05467932649397)","South Boston Waterfront"
"222000057",423,NA,"ASSAULT - AGGRAVATED","B2",NA,1,"2022-01-01 04:20:00",2022,1,"Saturday",4,NA,"CHENEY ST",42.309700155938,-71.085824141534,"(42.30970015593802, -71.08582414153403)","Roxbury"
"222000067",801,NA,"ASSAULT - SIMPLE","D14",801,0,"2022-01-01 04:36:00",2022,1,"Saturday",4,NA,"LINDEN ST",42.3554011298766,-71.1309064891981,"(42.355401129876554, -71.13090648919811)","Allston"
"222004883",616,NA,"LARCENY THEFT OF BICYCLE","D4",NA,0,"2022-01-01 05:12:00",2022,1,"Saturday",5,NA,"BEACON ST",42.3511814542669,-71.0882412042915,"(42.35118145426695, -71.08824120429146)","Back Bay"
"222000777",801,NA,"ASSAULT - SIMPLE","A7",12,0,"2022-01-01 05:30:00",2022,1,"Saturday",5,NA,"WILLIAM F MCCLELLAN HWY",42.3883184062864,-71.0160044888034,"(42.388318406286395, -71.01600448880342)","East Boston"
"222000075",801,NA,"ASSAULT - SIMPLE","D4",NA,0,"2022-01-01 05:55:00",2022,1,"Saturday",5,NA,"SAINT BOTOLPH ST",42.3450714707082,-71.080577877036,"(42.34507147070824, -71.08057787703603)","Back Bay"
"222000081",423,NA,"ASSAULT - AGGRAVATED","E18",NA,0,"2022-01-01 06:16:00",2022,1,"Saturday",6,NA,"WESTMINSTER ST",42.2644129113262,-71.1161903826611,"(42.264412911326176, -71.1161903826611)","Hyde Park"
"222000078",1402,NA,"VANDALISM","C11",NA,0,"2022-01-01 06:24:00",2022,1,"Saturday",6,NA,"NEWPORT ST",42.3180251863905,-71.0540412151,"(42.31802518639054, -71.0540412151)","Dorchester"
"222000140",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","B2",NA,0,"2022-01-01 06:30:00",2022,1,"Saturday",6,NA,"DEWEY ST",42.3166616948908,-71.076342806466,"(42.31666169489078, -71.07634280646599)","Roxbury"
"222000090",1402,NA,"VANDALISM","E13",NA,0,"2022-01-01 07:41:00",2022,1,"Saturday",7,NA,"WELD AVE",42.3146884888365,-71.0984354843251,"(42.3146884888365, -71.09843548432511)","Roxbury"
"222010339",616,NA,"LARCENY THEFT OF BICYCLE","D14",778,0,"2022-01-01 08:00:00",2022,1,"Saturday",8,NA,"WASHINGTON ST",42.3490560003051,-71.1504984997502,"(42.34905600030506, -71.15049849975023)","Brighton"
"222000095",613,NA,"LARCENY SHOPLIFTING","A7",NA,0,"2022-01-01 09:16:00",2022,1,"Saturday",9,NA,"BORDER ST",42.376202668189,-71.0397992616017,"(42.37620266818903, -71.03979926160173)","East Boston"
"222000127",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",355,0,"2022-01-01 11:00:00",2022,1,"Saturday",11,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222000112",423,NA,"ASSAULT - AGGRAVATED","B3",NA,0,"2022-01-01 11:51:00",2022,1,"Saturday",11,NA,"BLUE HILL AVE & DEERING RD
MATTAPAN  MA 02126
UNIT",42.2835100008239,-71.0918110095984,"(42.28351000082394, -71.0918110095984)","Mattapan"
"222013062",520,NA,"BURGLARY - RESIDENTIAL","E13",NA,0,"2022-01-01 11:51:00",2022,1,"Saturday",11,NA,"WASHINGTON ST",42.3153843630749,-71.0987002137659,"(42.31538436307494, -71.09870021376588)","Roxbury"
"222011393",619,NA,"LARCENY ALL OTHERS","D14",778,0,"2022-01-01 12:00:00",2022,1,"Saturday",12,NA,"WASHINGTON ST",42.3490560003051,-71.1504984997502,"(42.34905600030506, -71.15049849975023)","Brighton"
"222000122",801,NA,"ASSAULT - SIMPLE","E5",NA,0,"2022-01-01 12:10:00",2022,1,"Saturday",12,NA,"WASHINGTON ST",42.2758179916097,-71.1399125925088,"(42.275817991609685, -71.13991259250876)","Roslindale"
"222000211",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D14",NA,0,"2022-01-01 13:00:00",2022,1,"Saturday",13,NA,"N BEACON ST",42.3554319564806,-71.146250004927,"(42.3554319564806, -71.14625000492697)","Brighton"
"222000128",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-01-01 13:10:00",2022,1,"Saturday",13,NA,"HARRISON AVE",42.3340182895851,-71.0763812393086,"(42.33401828958511, -71.07638123930862)","South End"
"222000152",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-01-01 13:55:00",2022,1,"Saturday",13,NA,"NEWBURY ST",42.3484057624732,-71.0868833874023,"(42.34840576247316, -71.08688338740227)","Back Bay"
"222000136",613,NA,"LARCENY SHOPLIFTING","C11",NA,0,"2022-01-01 14:04:00",2022,1,"Saturday",14,NA,"WASHINGTON ST",42.2913161278971,-71.0717029279606,"(42.29131612789713, -71.07170292796064)","Dorchester"
"222000144",1402,NA,"VANDALISM","B2",NA,0,"2022-01-01 14:12:00",2022,1,"Saturday",14,NA,"GURNEY ST",42.3320128506414,-71.0959898196469,"(42.33201285064138, -71.09598981964692)","Mission Hill"
"222000160",1402,NA,"VANDALISM","C6",NA,0,"2022-01-01 16:02:00",2022,1,"Saturday",16,NA,"DORCHESTER AVE",42.3274306639958,-71.0569036151227,"(42.327430663995756, -71.05690361512274)","South Boston"
"222001002",613,NA,"LARCENY SHOPLIFTING","D4",146,0,"2022-01-01 16:18:00",2022,1,"Saturday",16,NA,"HUNTINGTON AVE",42.3473097976345,-71.0791516658207,"(42.347309797634516, -71.0791516658207)","Back Bay"
"222000162",619,NA,"LARCENY ALL OTHERS","D14",778,0,"2022-01-01 16:38:00",2022,1,"Saturday",16,NA,"WASHINGTON ST",42.3490560003051,-71.1504984997502,"(42.34905600030506, -71.15049849975023)","Brighton"
"222000175",301,NA,"ROBBERY","C6",177,0,"2022-01-01 17:42:00",2022,1,"Saturday",17,NA,"MASSACHUSETTS AVE",42.3321326852819,-71.071310320529,"(42.332132685281884, -71.07131032052902)","South End"
"222016931",615,NA,"LARCENY THEFT OF MV PARTS & ACCESSORIES","E5",691,0,"2022-01-01 18:21:00",2022,1,"Saturday",18,NA,"CENTRE ST",42.2870935525911,-71.1482212837716,"(42.28709355259107, -71.14822128377165)","West Roxbury"
"222000190",801,NA,"ASSAULT - SIMPLE","D14",802,0,"2022-01-01 19:07:00",2022,1,"Saturday",19,NA,"BRIGHTON AVE",42.3532978507025,-71.1340502835668,"(42.35329785070248, -71.1340502835668)","Allston"
"222000194",301,NA,"ROBBERY","B3",465,0,"2022-01-01 19:30:00",2022,1,"Saturday",19,NA,"BLUE HILL AVE",42.2848257658049,-71.091373689388,"(42.28482576580488, -71.09137368938802)","Mattapan"
"222000200",613,NA,"LARCENY SHOPLIFTING","D14",NA,0,"2022-01-01 20:18:00",2022,1,"Saturday",20,NA,"CAMBRIDGE ST",42.3539349245737,-71.1365259452376,"(42.35393492457375, -71.13652594523757)","Allston"
"222000201",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",NA,0,"2022-01-01 20:21:00",2022,1,"Saturday",20,NA,"ADAMS ST",42.3026397817963,-71.0603837612439,"(42.30263978179631, -71.06038376124386)","Dorchester"
"222000206",613,NA,"LARCENY SHOPLIFTING","C11",NA,0,"2022-01-01 21:33:00",2022,1,"Saturday",21,NA,"DORCHESTER AVE",42.2735772048355,-71.0677043026348,"(42.27357720483551, -71.06770430263478)","Mattapan"
"222000218",423,NA,"ASSAULT - AGGRAVATED","A1",NA,0,"2022-01-01 23:23:00",2022,1,"Saturday",23,NA,"FRANKLIN ST & PEARL ST
BOSTON  MA 02110
UNITED STA",42.3560779999147,-71.054893059455,"(42.35607799991472, -71.054893059455)","Downtown"
"222000217",801,NA,"ASSAULT - SIMPLE","D4",171,0,"2022-01-01 23:36:00",2022,1,"Saturday",23,NA,"ALBANY ST",42.3342884065942,-71.072395175438,"(42.334288406594155, -71.07239517543796)","South End"
"222000306",1402,NA,"VANDALISM","B3",NA,0,"2022-01-02 00:00:00",2022,1,"Sunday",0,NA,"BLUE HILL AVE",42.2848257658049,-71.091373689388,"(42.28482576580488, -71.09137368938802)","Mattapan"
"222000261",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C6",NA,0,"2022-01-02 00:00:00",2022,1,"Sunday",0,NA,"ROSECLAIR ST",42.3208201680012,-71.0601057173487,"(42.32082016800123, -71.0601057173487)","Dorchester"
"222000263",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","B3",465,0,"2022-01-02 00:30:00",2022,1,"Sunday",0,NA,"BLUE HILL AVE",42.2848257658049,-71.091373689388,"(42.28482576580488, -71.09137368938802)","Mattapan"
"222000224",423,NA,"ASSAULT - AGGRAVATED","B2",NA,0,"2022-01-02 01:06:00",2022,1,"Sunday",1,NA,"DUDLEY ST",42.3287258857203,-71.0838221696801,"(42.32872588572028, -71.08382216968015)","Roxbury"
"222000230",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-01-02 01:41:00",2022,1,"Sunday",1,NA,"ARLINGTON ST & NEWBURY ST
BOSTON  MA 02116
UNITED ",42.3526499845131,-71.0710799627577,"(42.35264998451305, -71.0710799627577)","Beacon Hill"
"222001595",1402,NA,"VANDALISM","B3",465,1,"2022-01-02 01:44:00",2022,1,"Sunday",1,NA,"BLUE HILL AVE",42.2848257658049,-71.091373689388,"(42.28482576580488, -71.09137368938802)","Mattapan"
"222001186",619,NA,"LARCENY ALL OTHERS","C6",200,0,"2022-01-02 01:46:00",2022,1,"Sunday",1,NA,"W BROADWAY",42.3412875043904,-71.054679326494,"(42.341287504390436, -71.05467932649397)","South Boston Waterfront"
"222000242",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-01-02 02:53:00",2022,1,"Sunday",2,NA,"SUMMER ST & HIGH ST
BOSTON  MA 02110
UNITED STATES",42.3532620393435,-71.0569839455302,"(42.353262039343534, -71.05698394553019)","Downtown"
"222000291",615,NA,"LARCENY THEFT OF MV PARTS & ACCESSORIES","D14",NA,0,"2022-01-02 03:40:00",2022,1,"Sunday",3,NA,"S CRESCENT CIRT",42.3479758312929,-71.1678691468616,"(42.34797583129289, -71.16786914686165)","Brighton"
"222000247",1402,NA,"VANDALISM","B3",NA,0,"2022-01-02 03:57:00",2022,1,"Sunday",3,NA,"MCLELLAN ST",42.3008492909608,-71.0852212808743,"(42.30084929096079, -71.08522128087432)","Roxbury"
"222000675",1402,NA,"VANDALISM","B2",NA,0,"2022-01-02 04:19:00",2022,1,"Sunday",4,NA,"HUTCHINGS ST",42.3102689103549,-71.0893105505809,"(42.31026891035492, -71.08931055058088)","Roxbury"
"222000254",801,NA,"ASSAULT - SIMPLE","C6",NA,0,"2022-01-02 07:32:00",2022,1,"Sunday",7,NA,"SOUTHAMPTON ST",42.3321084294949,-71.0701439481355,"(42.332108429494895, -71.07014394813551)","South End"
"222000271",801,NA,"ASSAULT - SIMPLE","C11",NA,0,"2022-01-02 09:22:00",2022,1,"Sunday",9,NA,"DORCHESTER AVE",42.2932883067278,-71.0621949720459,"(42.29328830672783, -71.0621949720459)","Dorchester"
"222000267",1402,NA,"VANDALISM","C11",NA,0,"2022-01-02 09:57:00",2022,1,"Sunday",9,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222000278",613,NA,"LARCENY SHOPLIFTING","E5",NA,0,"2022-01-02 11:44:00",2022,1,"Sunday",11,NA,"VFW PKWY",42.2805950462512,-71.1709152403317,"(42.28059504625117, -71.17091524033172)","West Roxbury"
"222001445",619,NA,"LARCENY ALL OTHERS","A1",88,0,"2022-01-02 12:00:00",2022,1,"Sunday",12,NA,"NORTH ST",42.3635687708482,-71.0523308742397,"(42.36356877084816, -71.05233087423969)","North End"
"222088288",619,NA,"LARCENY ALL OTHERS","E13",574,0,"2022-01-02 12:00:00",2022,1,"Sunday",12,NA,"WASHINGTON ST",42.3097185676727,-71.1042943178765,"(42.30971856767274, -71.10429431787648)","Jamaica Plain"
"222000284",619,NA,"LARCENY ALL OTHERS","B3",465,0,"2022-01-02 12:30:00",2022,1,"Sunday",12,NA,"BLUE HILL AVE",42.2848257658049,-71.091373689388,"(42.28482576580488, -71.09137368938802)","Mattapan"
"222000301",1402,NA,"VANDALISM","B3",NA,0,"2022-01-02 12:46:00",2022,1,"Sunday",12,NA,"GREENDALE RD",42.2855337513474,-71.0942296217397,"(42.28553375134737, -71.09422962173973)","Mattapan"
"222000297",801,NA,"ASSAULT - SIMPLE","D4",NA,0,"2022-01-02 13:40:00",2022,1,"Sunday",13,NA,"COMMONWEALTH AVE & DARTMOUTH ST
BOSTON  MA 02116
U",42.3517009924668,-71.0781390097124,"(42.35170099246681, -71.0781390097124)","Back Bay"
"222000302",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-01-02 14:07:00",2022,1,"Sunday",14,NA,"NEWBURY ST",42.3484057624732,-71.0868833874023,"(42.34840576247316, -71.08688338740227)","Back Bay"
"222000326",520,NA,"BURGLARY - RESIDENTIAL","B2",NA,0,"2022-01-02 14:24:00",2022,1,"Sunday",14,NA,"CALUMET ST",42.3328263679273,-71.1054211651794,"(42.33282636792726, -71.10542116517938)","Mission Hill"
"222007380",520,NA,"BURGLARY - RESIDENTIAL","D14",778,0,"2022-01-02 14:40:00",2022,1,"Sunday",14,NA,"WASHINGTON ST",42.3490560003051,-71.1504984997502,"(42.34905600030506, -71.15049849975023)","Brighton"
"222004091",1402,NA,"VANDALISM","A1",NA,0,"2022-01-02 15:45:00",2022,1,"Sunday",15,NA,"BOYLSTON ST",42.3524181472861,-71.0652549858121,"(42.352418147286066, -71.06525498581209)","Beacon Hill"
"222000325",423,NA,"ASSAULT - AGGRAVATED","E18",940,0,"2022-01-02 16:15:00",2022,1,"Sunday",16,NA,"GARFIELD AVE",42.2444826092691,-71.1189920987343,"(42.24448260926909, -71.1189920987343)","Hyde Park"
"222000559",423,NA,"ASSAULT - AGGRAVATED","B2",282,1,"2022-01-02 16:42:00",2022,1,"Sunday",16,NA,"WASHINGTON ST",42.3286628355561,-71.0856340118355,"(42.32866283555608, -71.08563401183545)","Roxbury"
"222000333",613,NA,"LARCENY SHOPLIFTING","A7",NA,0,"2022-01-02 17:18:00",2022,1,"Sunday",17,NA,"BORDER ST",42.376202668189,-71.0397992616017,"(42.37620266818903, -71.03979926160173)","East Boston"
"222000376",1402,NA,"VANDALISM","B2",NA,0,"2022-01-02 17:27:00",2022,1,"Sunday",17,NA,"BLUE HILL AVE",42.3170935504675,-71.0780297684175,"(42.31709355046751, -71.07802976841748)","Roxbury"
"222000343",423,NA,"ASSAULT - AGGRAVATED","B2",NA,1,"2022-01-02 18:12:00",2022,1,"Sunday",18,NA,"NORMANDY ST",42.3119278888546,-71.0776296254845,"(42.31192788885458, -71.07762962548449)","Roxbury"
"222000349",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-01-02 18:21:00",2022,1,"Sunday",18,NA,"WASHINGTON ST",42.355123390368,-71.0608797985164,"(42.355123390368036, -71.06087979851635)","Downtown"
"222000439",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",167,0,"2022-01-02 19:00:00",2022,1,"Sunday",19,NA,"HARRISON AVE",42.3395419898301,-71.0694087696754,"(42.33954198983014, -71.06940876967543)","South End"
"222000352",615,NA,"LARCENY THEFT OF MV PARTS & ACCESSORIES","C11",NA,0,"2022-01-02 19:11:00",2022,1,"Sunday",19,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222000353",619,NA,"LARCENY ALL OTHERS","D4",NA,0,"2022-01-02 19:13:00",2022,1,"Sunday",19,NA,"W NEWTON ST",42.3445129429688,-71.0804971703565,"(42.34451294296881, -71.08049717035647)","Back Bay"
"222000374",301,NA,"ROBBERY","C11",NA,0,"2022-01-02 19:30:00",2022,1,"Sunday",19,NA,"ROWELL ST",42.3133394930712,-71.0642496986063,"(42.31333949307123, -71.06424969860635)","Dorchester"
"222000371",1402,NA,"VANDALISM","C11",355,0,"2022-01-02 20:19:00",2022,1,"Sunday",20,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222000375",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",NA,0,"2022-01-02 20:29:00",2022,1,"Sunday",20,NA,"COMMONWEALTH AVE",42.3531735835081,-71.0726683290252,"(42.3531735835081, -71.07266832902516)","Beacon Hill"
"222000390",801,NA,"ASSAULT - SIMPLE","B2",282,0,"2022-01-02 20:40:00",2022,1,"Sunday",20,NA,"WASHINGTON ST",42.3286628355561,-71.0856340118355,"(42.32866283555608, -71.08563401183545)","Roxbury"
"222000504",1402,NA,"VANDALISM","B2",NA,0,"2022-01-02 21:00:00",2022,1,"Sunday",21,NA,"BROOKFORD ST",42.3184069615979,-71.0763541021394,"(42.31840696159792, -71.07635410213936)","Roxbury"
"222000392",423,NA,"ASSAULT - AGGRAVATED","D14",NA,0,"2022-01-02 21:19:00",2022,1,"Sunday",21,NA,"BRIGHTON AVE",42.3522212470306,-71.1260716683589,"(42.35222124703065, -71.12607166835893)","Allston"
"222000410",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",NA,0,"2022-01-02 23:23:00",2022,1,"Sunday",23,NA,"DALTON ST",42.346343125022,-71.0848201277204,"(42.346343125022024, -71.08482012772042)","Back Bay"
"222000418",1402,NA,"VANDALISM","B3",NA,0,"2022-01-02 23:58:00",2022,1,"Sunday",23,NA,"RIVER ST",42.2680239995102,-71.0930105673007,"(42.26802399951025, -71.09301056730071)","Mattapan"
"222000523",616,NA,"LARCENY THEFT OF BICYCLE","D14",NA,0,"2022-01-03 00:00:00",2022,1,"Monday",0,NA,"WADSWORTH ST",42.3551478945563,-71.1267448808448,"(42.355147894556325, -71.12674488084475)","Allston"
"222000534",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-01-03 00:00:00",2022,1,"Monday",0,NA,"WASHINGTON ST",42.355123390368,-71.0608797985164,"(42.355123390368036, -71.06087979851635)","Downtown"
"222000636",301,NA,"ROBBERY","B3",465,0,"2022-01-03 00:00:00",2022,1,"Monday",0,NA,"BLUE HILL AVE",42.2848257658049,-71.091373689388,"(42.28482576580488, -71.09137368938802)","Mattapan"
"222000461",801,NA,"ASSAULT - SIMPLE","D14",NA,0,"2022-01-03 09:38:00",2022,1,"Monday",9,NA,"BRIGHTON AVE",42.3524836119987,-71.1272951931174,"(42.35248361199869, -71.12729519311739)","Allston"
"222000471",520,NA,"BURGLARY - RESIDENTIAL","C11",NA,0,"2022-01-03 10:12:00",2022,1,"Monday",10,NA,"ELLET ST",42.3042167149409,-71.0593690612774,"(42.304216714940935, -71.05936906127737)","Dorchester"
"222000481",301,NA,"ROBBERY","A1",NA,0,"2022-01-03 11:08:00",2022,1,"Monday",11,NA,"WASHINGTON ST",42.356486304603,-71.0592814493937,"(42.35648630460298, -71.05928144939367)","Downtown"
"222000525",801,NA,"ASSAULT - SIMPLE","B3",NA,0,"2022-01-03 12:08:00",2022,1,"Monday",12,NA,"ELLINGTON ST",42.3015455473963,-71.0811818366696,"(42.30154554739627, -71.08118183666956)","Dorchester"
"222000524",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-01-03 12:45:00",2022,1,"Monday",12,NA,"WASHINGTON ST",42.356486304603,-71.0592814493937,"(42.35648630460298, -71.05928144939367)","Downtown"
"222000560",301,NA,"ROBBERY","B3",NA,0,"2022-01-03 12:47:00",2022,1,"Monday",12,NA,"RIVER ST",42.2713022537202,-71.0744236196583,"(42.27130225372019, -71.07442361965835)","Mattapan"
"222000526",1402,NA,"VANDALISM","D14",778,0,"2022-01-03 14:21:00",2022,1,"Monday",14,NA,"WASHINGTON ST",42.3490560003051,-71.1504984997502,"(42.34905600030506, -71.15049849975023)","Brighton"
"222000539",615,NA,"LARCENY THEFT OF MV PARTS & ACCESSORIES","D14",NA,0,"2022-01-03 15:09:00",2022,1,"Monday",15,NA,"GUEST ST",42.3567441242786,-71.1436700730515,"(42.35674412427863, -71.14367007305148)","Allston"
"222000608",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-01-03 15:34:00",2022,1,"Monday",15,NA,"WASHINGTON ST",42.355123390368,-71.0608797985164,"(42.355123390368036, -71.06087979851635)","Downtown"
"222000556",613,NA,"LARCENY SHOPLIFTING","A7",NA,0,"2022-01-03 16:10:00",2022,1,"Monday",16,NA,"BORDER ST",42.376202668189,-71.0397992616017,"(42.37620266818903, -71.03979926160173)","East Boston"
"222000558",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-01-03 16:31:00",2022,1,"Monday",16,NA,"HANOVER ST",42.3627523968463,-71.0555646063358,"(42.36275239684634, -71.05556460633578)","North End"
"222000598",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-01-03 16:50:00",2022,1,"Monday",16,NA,"NORTH ST",42.3604509549861,-71.0564401824253,"(42.36045095498606, -71.05644018242528)","Downtown"
"222000579",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-01-03 17:27:00",2022,1,"Monday",17,NA,"FRUIT ST",42.3624028076719,-71.0695465167797,"(42.36240280767195, -71.06954651677968)","West End"
"222000588",423,NA,"ASSAULT - AGGRAVATED","E5",NA,0,"2022-01-03 17:35:00",2022,1,"Monday",17,NA,"WASHINGTON ST",42.2758179916097,-71.1399125925088,"(42.275817991609685, -71.13991259250876)","Roslindale"
"222000585",1402,NA,"VANDALISM","B2",NA,0,"2022-01-03 17:38:00",2022,1,"Monday",17,NA,"HAROLD ST",42.3150577277088,-71.0909198723425,"(42.31505772770877, -71.09091987234247)","Roxbury"
"222000760",1402,NA,"VANDALISM","C11",355,0,"2022-01-03 18:00:00",2022,1,"Monday",18,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222000939",1402,NA,"VANDALISM","C6",NA,0,"2022-01-03 18:00:00",2022,1,"Monday",18,NA,"D ST & DORCHESTER AVE
SOUTH BOSTON  MA 02127
UNITE",42.3336390095403,-71.0570180517022,"(42.33363900954032, -71.0570180517022)","South Boston"
"222000589",613,NA,"LARCENY SHOPLIFTING","E18",490,0,"2022-01-03 18:20:00",2022,1,"Monday",18,NA,"AMERICAN LEGION HWY",42.2753131149712,-71.1158779769403,"(42.275313114971155, -71.11587797694025)","Roslindale"
"222000603",619,NA,"LARCENY ALL OTHERS","B3",417,0,"2022-01-03 18:40:00",2022,1,"Monday",18,NA,"MORA ST",42.2820819767197,-71.0736487451565,"(42.28208197671972, -71.07364874515646)","Mattapan"
"222000729",1402,NA,"VANDALISM","E13",NA,0,"2022-01-03 18:45:00",2022,1,"Monday",18,NA,"BOYNTON ST",42.3055887635155,-71.1113336170812,"(42.30558876351548, -71.11133361708116)","Jamaica Plain"
"222000626",613,NA,"LARCENY SHOPLIFTING","B3",NA,0,"2022-01-03 19:39:00",2022,1,"Monday",19,NA,"BLUE HILL AVE",42.2957638038155,-71.0875600191673,"(42.29576380381549, -71.08756001916733)","Mattapan"
"222000629",301,NA,"ROBBERY","E5",NA,0,"2022-01-03 20:35:00",2022,1,"Monday",20,NA,"SPRING ST",42.2762140487348,-71.1665121871635,"(42.2762140487348, -71.16651218716346)","West Roxbury"
"222000627",801,NA,"ASSAULT - SIMPLE","B3",NA,0,"2022-01-03 20:51:00",2022,1,"Monday",20,NA,"HIAWATHA RD",42.2768375424796,-71.0952644007575,"(42.27683754247962, -71.09526440075749)","Mattapan"
